,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.3173234462738037,0.10740740597248077,2.2588539123535156,0.17777778208255768
1,2.2345917224884033,0.17407406866550446,2.21464467048645,0.2222222238779068
2,2.1916005611419678,0.18518517911434174,2.1591923236846924,0.3222222328186035
3,2.11331844329834,0.3296296298503876,2.0676426887512207,0.3222222328186035
4,2.006959915161133,0.3740740716457367,1.9258623123168945,0.42222222685813904
5,1.841599464416504,0.46666666865348816,1.7339779138565063,0.47777777910232544
6,1.6555298566818237,0.48148149251937866,1.5124801397323608,0.5555555820465088
7,1.4676402807235718,0.4962962865829468,1.3475492000579834,0.5
8,1.293911099433899,0.5629629492759705,1.2058279514312744,0.5777778029441833
9,1.210508942604065,0.529629647731781,1.1359537839889526,0.5888888835906982
10,1.1190149784088135,0.5962963104248047,1.0558974742889404,0.6111111044883728
11,1.0432095527648926,0.644444465637207,1.105881929397583,0.5222222208976746
12,0.9717890024185181,0.644444465637207,1.005233883857727,0.5777778029441833
13,0.9345265626907349,0.6481481194496155,0.9233736395835876,0.6222222447395325
14,0.9011077284812927,0.6888889074325562,1.0648314952850342,0.5333333611488342
15,0.8910454511642456,0.6370370388031006,0.8506786823272705,0.6111111044883728
16,0.7755045294761658,0.7111111283302307,0.8258383870124817,0.6333333253860474
17,0.7469264268875122,0.7629629373550415,0.8354275226593018,0.5555555820465088
18,0.6863441467285156,0.7407407164573669,0.7710800766944885,0.6333333253860474
19,0.6733990907669067,0.7666666507720947,0.8643940687179565,0.6333333253860474
20,0.6468676328659058,0.8074073791503906,0.7728977799415588,0.6333333253860474
21,0.6362011432647705,0.7740740776062012,0.8722519874572754,0.5444444417953491
22,0.5845146179199219,0.8037037253379822,0.810565173625946,0.644444465637207
23,0.5542911291122437,0.8259259462356567,0.7579307556152344,0.6666666865348816
24,0.5723691582679749,0.8037037253379822,0.7924634218215942,0.6333333253860474
25,0.5345573425292969,0.8259259462356567,0.7985885739326477,0.6888889074325562
26,0.544632077217102,0.8259259462356567,0.7437929511070251,0.6555555462837219
27,0.49827614426612854,0.8222222328186035,0.7779512405395508,0.6555555462837219
28,0.47729921340942383,0.8444444537162781,0.7634187340736389,0.644444465637207
