,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.3832433223724365,0.12222222238779068,2.112649440765381,0.21111111342906952
1,2.0416417121887207,0.21851852536201477,1.979171872138977,0.24444444477558136
2,1.91199791431427,0.2629629671573639,1.71083402633667,0.3444444537162781
3,1.7454735040664673,0.2777777910232544,1.6439076662063599,0.30000001192092896
4,1.7330082654953003,0.27037036418914795,1.6159194707870483,0.2777777910232544
5,1.651191234588623,0.30000001192092896,1.624029517173767,0.3333333432674408
6,1.6508373022079468,0.3037036955356598,1.5051867961883545,0.36666667461395264
7,1.571175456047058,0.32592591643333435,1.590510606765747,0.35555556416511536
8,1.7574348449707031,0.2888889014720917,1.5820353031158447,0.3444444537162781
9,1.500546932220459,0.42592594027519226,1.4246963262557983,0.42222222685813904
10,1.3998676538467407,0.4296296238899231,1.2585359811782837,0.5111111402511597
11,1.2685048580169678,0.49259260296821594,1.326189637184143,0.42222222685813904
12,1.2448810338974,0.4962962865829468,1.3768197298049927,0.41111111640930176
13,1.3213999271392822,0.4296296238899231,1.2315669059753418,0.4333333373069763
14,1.2397561073303223,0.4888888895511627,1.1255937814712524,0.4555555582046509
15,1.1907893419265747,0.4888888895511627,1.1081098318099976,0.46666666865348816
16,1.0958157777786255,0.49259260296821594,1.0705848932266235,0.5444444417953491
17,1.0765241384506226,0.5074074268341064,1.1395890712738037,0.5
18,1.1355031728744507,0.5444444417953491,1.252781629562378,0.4000000059604645
19,1.1127175092697144,0.5333333611488342,1.0359560251235962,0.5222222208976746
20,1.1408312320709229,0.4851851761341095,1.249811053276062,0.3777777850627899
21,1.1133791208267212,0.5,1.3230522871017456,0.4444444477558136
22,1.9213796854019165,0.307407408952713,1.6371856927871704,0.3444444537162781
23,1.6187772750854492,0.34074074029922485,1.4634944200515747,0.4444444477558136
24,1.5529842376708984,0.37037035822868347,1.3214707374572754,0.3888888955116272
25,1.4367772340774536,0.4444444477558136,1.269424557685852,0.46666666865348816
26,1.442430853843689,0.4148148000240326,1.263272762298584,0.5
27,1.3112082481384277,0.4555555582046509,1.2100154161453247,0.5333333611488342
28,1.2537938356399536,0.5037037134170532,1.19619882106781,0.4555555582046509
29,1.3046624660491943,0.40740740299224854,1.2082096338272095,0.47777777910232544
30,1.28007972240448,0.5074074268341064,1.1836687326431274,0.4555555582046509
31,1.162257432937622,0.5074074268341064,1.1007251739501953,0.5111111402511597
32,1.119478702545166,0.4962962865829468,1.056607961654663,0.5111111402511597
33,1.0598489046096802,0.5740740895271301,1.0502338409423828,0.6000000238418579
34,1.0048810243606567,0.5814814567565918,0.9860845804214478,0.5888888835906982
35,1.0755090713500977,0.5185185074806213,0.9862253665924072,0.5555555820465088
36,0.9492970705032349,0.6555555462837219,1.014164924621582,0.5555555820465088
37,0.9575356841087341,0.6296296119689941,0.9661353230476379,0.6111111044883728
38,0.9820781350135803,0.5592592358589172,0.9668567180633545,0.5444444417953491
39,0.9420090317726135,0.5925925970077515,0.9434763789176941,0.5333333611488342
40,0.9103566408157349,0.5777778029441833,0.9045640826225281,0.5777778029441833
41,0.9360682368278503,0.6000000238418579,0.9273972511291504,0.6333333253860474
42,0.9843946695327759,0.5925925970077515,1.0488972663879395,0.5333333611488342
43,1.050690770149231,0.5518518686294556,1.040140986442566,0.5666666626930237
44,1.0183433294296265,0.5814814567565918,0.9375911951065063,0.5888888835906982
45,0.9887938499450684,0.6000000238418579,0.9628645777702332,0.5777778029441833
46,1.001763939857483,0.5370370149612427,0.9558895826339722,0.5444444417953491
47,0.9562274217605591,0.5518518686294556,1.0266854763031006,0.5333333611488342
48,0.9214193820953369,0.6185185313224792,0.9828595519065857,0.46666666865348816
49,0.9216299057006836,0.5888888835906982,1.0663155317306519,0.5222222208976746
50,0.9352871179580688,0.6074073910713196,0.921656608581543,0.5555555820465088
51,0.8235663771629333,0.6518518328666687,0.949401319026947,0.6000000238418579
52,0.7730818390846252,0.6888889074325562,0.8708634376525879,0.6222222447395325
53,0.7815583944320679,0.6407407522201538,0.8243036866188049,0.6222222447395325
54,0.7899752259254456,0.6740740537643433,0.8633202314376831,0.6000000238418579
55,0.8430858254432678,0.6333333253860474,0.920882523059845,0.5777778029441833
56,0.8490311503410339,0.6666666865348816,1.0255697965621948,0.5222222208976746
57,1.013710618019104,0.5814814567565918,1.132472276687622,0.5444444417953491
58,0.9756831526756287,0.585185170173645,0.934277355670929,0.5666666626930237
59,0.9128788709640503,0.5888888835906982,0.9106503129005432,0.5888888835906982
60,0.8569847345352173,0.6111111044883728,0.9762287735939026,0.5333333611488342
61,0.8559977412223816,0.6185185313224792,0.8382022380828857,0.6111111044883728
62,0.7770582437515259,0.6333333253860474,0.8807957172393799,0.6222222447395325
63,0.7583438158035278,0.6962962746620178,0.8114213943481445,0.6222222447395325
64,0.8112065196037292,0.6370370388031006,0.9418789148330688,0.5888888835906982
65,0.7862450480461121,0.6407407522201538,0.8514004349708557,0.5666666626930237
66,0.8111783862113953,0.6333333253860474,0.8706277012825012,0.644444465637207
67,0.8250621557235718,0.6814814805984497,0.9223217368125916,0.6111111044883728
68,0.7526317238807678,0.6851851940155029,0.9106196761131287,0.6111111044883728
69,0.7261454463005066,0.6777777671813965,0.8517200946807861,0.5777778029441833
70,0.7008098363876343,0.7222222089767456,0.8681800961494446,0.644444465637207
71,0.7153140902519226,0.7333333492279053,0.9603696465492249,0.5555555820465088
72,0.7520229816436768,0.7222222089767456,0.8047448992729187,0.6666666865348816
73,0.730482816696167,0.6814814805984497,0.8308852910995483,0.6555555462837219
74,0.6788948178291321,0.7259259223937988,0.7887254357337952,0.7111111283302307
75,0.7356433272361755,0.7148148417472839,0.9541089534759521,0.6111111044883728
76,0.7579815983772278,0.6925926208496094,0.8258835673332214,0.6555555462837219
77,0.7448588013648987,0.6962962746620178,0.9081816077232361,0.6222222447395325
78,0.6794514656066895,0.7148148417472839,0.8601686954498291,0.6777777671813965
79,0.6788090467453003,0.6666666865348816,0.8819141983985901,0.5888888835906982
80,0.6704493165016174,0.7333333492279053,0.8278734087944031,0.6222222447395325
81,0.7098476886749268,0.729629635810852,0.856091320514679,0.6333333253860474
82,0.7464015483856201,0.6888889074325562,0.9071440100669861,0.6111111044883728
83,0.6845349073410034,0.7074074149131775,0.999277651309967,0.5777778029441833
84,0.8413489460945129,0.6370370388031006,1.0171937942504883,0.5333333611488342
85,0.7698125839233398,0.6518518328666687,0.8358621597290039,0.644444465637207
86,0.6995427012443542,0.7407407164573669,0.9976223707199097,0.5777778029441833
87,0.726546585559845,0.699999988079071,0.7826594710350037,0.644444465637207
88,0.7028970718383789,0.699999988079071,0.9327316880226135,0.6222222447395325
89,0.8305591940879822,0.6185185313224792,0.8485575318336487,0.5888888835906982
90,0.6698724627494812,0.7148148417472839,0.7835813760757446,0.6555555462837219
91,0.6167243123054504,0.7740740776062012,0.889204740524292,0.6666666865348816
92,0.6053754091262817,0.7629629373550415,0.8126828670501709,0.6555555462837219
93,0.6037255525588989,0.7555555701255798,0.794098973274231,0.6666666865348816
94,0.494701087474823,0.8037037253379822,0.8540617823600769,0.6555555462837219
95,0.5910487771034241,0.7629629373550415,0.8272795677185059,0.7111111283302307
96,0.551567554473877,0.7518518567085266,0.8618643879890442,0.7222222089767456
97,0.5986108779907227,0.7629629373550415,0.7435840368270874,0.699999988079071
98,0.6232084035873413,0.7592592835426331,0.8481264114379883,0.6333333253860474
99,0.771050214767456,0.699999988079071,0.9189382195472717,0.644444465637207
100,1.0760177373886108,0.6037036776542664,1.3753193616867065,0.5
