,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,2.4013381004333496,0.0962962955236435,2.3138132095336914,0.10000000149011612
1,2.3386130332946777,0.1259259283542633,2.3117082118988037,0.10000000149011612
2,2.350726366043091,0.10370370000600815,2.2959706783294678,0.10000000149011612
3,2.271918535232544,0.13703703880310059,1.9965845346450806,0.20000000298023224
4,2.241901397705078,0.15555556118488312,2.277804374694824,0.13333334028720856
5,2.1573095321655273,0.16296295821666718,1.9575810432434082,0.20000000298023224
6,2.028041124343872,0.21481481194496155,1.7699439525604248,0.23333333432674408
7,1.814941167831421,0.2481481432914734,1.8649005889892578,0.2222222238779068
8,1.7812331914901733,0.25555557012557983,1.6053177118301392,0.2666666805744171
9,1.65199613571167,0.2925925850868225,1.524443507194519,0.3888888955116272
10,1.6205073595046997,0.3037036955356598,1.7564234733581543,0.21111111342906952
11,1.5470612049102783,0.3481481373310089,1.6329935789108276,0.25555557012557983
12,1.5124235153198242,0.3444444537162781,1.4768034219741821,0.3333333432674408
13,1.519374132156372,0.3296296298503876,1.4760582447052002,0.3777777850627899
14,1.4243800640106201,0.39259257912635803,1.5478459596633911,0.3333333432674408
15,1.4024155139923096,0.385185182094574,1.224985957145691,0.4000000059604645
16,1.3070818185806274,0.4148148000240326,1.2058124542236328,0.4555555582046509
17,1.3880581855773926,0.36666667461395264,1.2671574354171753,0.41111111640930176
18,1.3228777647018433,0.4185185134410858,1.1871484518051147,0.4888888895511627
19,1.231230616569519,0.4407407343387604,1.1566755771636963,0.4888888895511627
20,1.2384394407272339,0.39259257912635803,1.1503454446792603,0.5111111402511597
21,1.163882851600647,0.48148149251937866,1.0982458591461182,0.5333333611488342
22,1.1163538694381714,0.47777777910232544,1.2241212129592896,0.5333333611488342
23,1.1061242818832397,0.529629647731781,1.3481926918029785,0.4555555582046509
24,1.2454599142074585,0.49259260296821594,1.0264112949371338,0.5333333611488342
25,1.1240248680114746,0.4962962865829468,1.0986279249191284,0.5333333611488342
26,1.0536119937896729,0.5407407283782959,1.072184443473816,0.46666666865348816
27,1.044364333152771,0.5555555820465088,1.0678372383117676,0.5222222208976746
28,1.0135051012039185,0.5666666626930237,1.1419506072998047,0.5333333611488342
29,0.9496065378189087,0.5888888835906982,0.9624840021133423,0.5777778029441833
30,0.9433620572090149,0.6074073910713196,0.9530187845230103,0.5444444417953491
31,0.995284378528595,0.5592592358589172,1.1073079109191895,0.5
32,1.0197999477386475,0.5333333611488342,0.8610579371452332,0.6000000238418579
33,0.9354497194290161,0.6111111044883728,1.0321977138519287,0.6000000238418579
34,0.9320395588874817,0.6666666865348816,0.8101005554199219,0.6000000238418579
35,0.8578726649284363,0.644444465637207,1.1836531162261963,0.47777777910232544
36,1.0485860109329224,0.5444444417953491,0.8779840469360352,0.6000000238418579
37,0.8658779859542847,0.6222222447395325,0.9701999425888062,0.6000000238418579
